Age,Gender,Education_Level,Income,Joining Designation,Quarterly Rating,Target_Var,tenure_Months,Total Business Value,Quarterly_Rating_Increase,Income_Increase,City_Encoded
32.0,0.0,0,94770,2,1,1,5,0,0,0,0.6077892105070524
38.0,0.0,0,55443,1,2,1,16,2586520,0,0,0.5955893821231233
32.0,0.0,0,61069,2,2,1,11,1903080,0,0,0.5953765525951102
29.0,0.0,0,94945,2,1,1,82,1353210,0,0,0.8160639742891412
32.0,0.0,0,50863,1,1,1,10,100240,0,0,0.6741618832945772
38.0,1.0,2,44241,2,1,0,3,251150,0,0,0.6077892105070524
36.0,1.0,2,31954,1,1,1,3,0,0,0,0.763421552435784
24.0,0.0,1,23745,1,1,1,17,3201180,1,0,0.7340256711699624
30.0,0.0,1,51539,1,4,0,30,20976830,1,1,0.6999473490155224
31.0,0.0,1,47988,3,1,0,6,1100030,0,0,0.7194295503654974
32.0,1.0,0,43463,1,2,1,36,5995150,1,0,0.6001946113311858
34.0,1.0,0,51725,2,3,1,26,6967160,1,0,0.6342365899109041
49.0,1.0,0,73308,1,2,0,55,17369610,1,0,0.7092607604412382
36.0,0.0,0,45342,3,1,1,7,0,0,0,0.7194295503654974
30.0,0.0,2,34868,1,1,1,4,271120,0,0,0.7340256711699624
32.0,1.0,2,22680,1,1,1,6,362330,0,0,0.6379843993734239
51.0,0.0,1,38502,1,4,1,5,4128080,0,0,0.6753359528111106
29.0,0.0,0,28565,1,1,1,9,307100,0,0,0.7302630624839633
31.0,1.0,1,41382,2,2,1,14,1355620,0,0,0.5955893821231233
28.0,0.0,1,55857,2,1,0,8,0,0,0,0.7194295503654974
39.0,1.0,1,101179,3,3,0,32,17866060,1,0,0.6989110821540374
31.0,0.0,0,43831,2,1,1,3,0,0,0,0.6999473490155224
34.0,1.0,1,108997,3,1,0,16,10697010,1,0,0.6379843993734239
35.0,1.0,1,39104,1,1,1,1,0,0,0,0.7302630624839633
45.0,0.0,1,33883,1,2,1,24,10493340,1,0,0.6753359528111106
48.0,0.0,1,58807,2,1,1,4,740200,0,0,0.5700438883328994
35.0,0.0,2,44326,1,2,1,13,3821920,1,0,0.763421552435784
38.0,0.0,0,65995,3,1,1,4,0,0,0,0.5955893821231233
30.0,0.0,1,72974,3,1,0,0,0,0,0,0.6989110821540374
26.0,1.0,2,45234,1,1,1,0,0,0,0,0.6001946113311858
46.0,0.0,0,18512,1,2,1,44,2115160,0,0,0.763421552435784
25.0,0.0,0,30136,1,1,1,9,0,0,0,0.683166962884123
24.0,0.0,2,60391,1,4,1,6,1066070,0,0,0.6098957440667345
25.0,1.0,2,20379,1,1,1,4,0,0,0,0.6753359528111106
28.0,1.0,2,39854,2,1,1,6,0,0,0,0.8160639742891412
30.0,0.0,0,46117,2,1,0,14,0,0,0,0.6999473490155224
34.0,1.0,2,55630,2,1,1,2,0,0,0,0.7028288409112735
34.0,1.0,1,47484,1,1,1,6,303580,0,0,0.7295003150180094
31.0,1.0,2,70339,2,1,1,1,0,0,0,0.5313237578674669
24.0,0.0,2,60056,2,1,1,8,3958550,1,0,0.698531179865061
47.0,0.0,0,21646,1,2,0,54,13197400,1,0,0.6753359528111106
28.0,0.0,2,61371,1,1,1,6,1130280,1,0,0.5313237578674669
32.0,1.0,0,67236,3,1,1,7,0,0,0,0.763421552435784
31.0,0.0,1,20245,2,1,1,5,0,0,0,0.6753359528111106
37.0,1.0,2,37285,1,1,1,3,-101180,0,0,0.684190247889322
28.0,1.0,0,59393,3,1,1,18,5512220,1,0,0.654375558571176
35.0,1.0,1,75765,3,1,0,17,12072740,1,0,0.5700438883328994
38.0,1.0,0,23823,1,4,1,10,12941580,0,0,0.7302630624839633
26.0,0.0,2,42607,1,1,0,7,452140,0,0,0.6342365899109041
32.0,0.0,0,36846,1,1,1,17,522630,0,0,0.8160639742891412
34.0,1.0,2,70330,3,1,1,3,1098190,1,0,0.6753359528111106
44.0,1.0,0,87153,1,1,1,55,6333350,1,0,0.6098957440667345
23.0,1.0,2,69972,1,1,1,9,423240,1,0,0.6098957440667345
35.0,1.0,1,100893,3,1,1,1,523320,0,0,0.7340256711699624
29.0,0.0,2,40688,2,1,1,2,0,0,0,0.7194295503654974
51.0,0.0,0,24923,1,4,0,27,23230860,1,0,0.6098957440667345
36.0,1.0,0,93093,1,1,1,20,2084090,1,0,0.7302630624839633
38.0,1.0,2,83025,2,2,0,68,25943780,1,0,0.6342365899109041
42.0,0.0,1,58803,1,3,0,56,18653790,1,0,0.6098957440667345
29.0,1.0,1,74402,3,1,1,3,983740,0,0,0.7050484531983688
35.0,1.0,2,24634,1,1,1,3,0,0,0,0.654375558571176
25.0,1.0,2,31392,1,1,1,1,0,0,0,0.698531179865061
40.0,0.0,0,70478,3,1,1,8,0,0,0,0.8160639742891412
37.0,0.0,0,27483,1,2,0,1,200020,0,0,0.6379843993734239
25.0,0.0,0,17253,1,1,1,4,0,0,0,0.8160639742891412
29.0,0.0,0,43996,1,4,0,77,25951520,1,0,0.8160639742891412
33.0,0.0,2,99893,3,1,1,4,0,0,0,0.7092607604412382
28.0,0.0,1,29492,2,1,0,14,6383030,1,0,0.6098957440667345
35.0,0.0,0,50799,2,1,1,6,320760,0,0,0.6098957440667345
33.0,1.0,1,85685,3,1,0,5,1147200,1,0,0.7740665011127292
39.0,1.0,2,107936,3,1,0,0,4933750,1,0,0.6342365899109041
42.0,1.0,2,35996,1,1,1,4,0,0,0,0.6989110821540374
37.0,0.0,1,45278,1,1,1,5,0,0,0,0.7065528646360607
40.0,0.0,1,48483,1,1,0,1,0,0,0,0.5953765525951102
30.0,0.0,0,46679,2,1,1,1,0,0,0,0.5955893821231233
42.0,0.0,2,74516,1,3,1,35,3676150,0,0,0.7302630624839633
45.0,0.0,2,59526,2,1,1,7,0,0,0,0.7028288409112735
26.0,0.0,1,20785,1,1,1,7,636910,0,0,0.6753359528111106
38.0,0.0,0,83350,3,1,1,2,0,0,0,0.6753359528111106
26.0,0.0,2,61982,3,1,1,1,201820,0,0,0.5313237578674669
52.0,0.0,0,47194,1,2,1,41,1978160,0,0,0.6999473490155224
45.0,0.0,0,90484,1,4,0,66,22388420,1,0,0.6098957440667345
23.0,1.0,1,30461,1,3,1,13,2537350,0,0,0.5955893821231233
38.0,1.0,1,33721,1,1,1,4,347470,0,0,0.684190247889322
30.0,1.0,1,28297,1,3,1,18,13942630,1,0,0.5953765525951102
32.0,0.0,2,60185,2,2,1,1,1109860,0,0,0.654375558571176
28.0,1.0,2,41620,1,1,1,6,2300090,1,0,0.7698585742141875
35.0,0.0,2,49277,2,1,1,2,0,0,0,0.6741618832945772
39.0,1.0,0,72118,3,1,0,6,1118270,0,0,0.7340256711699624
31.0,0.0,1,60672,3,1,0,5,309120,0,0,0.654375558571176
28.0,0.0,2,53058,1,4,1,23,15626920,0,0,0.6098957440667345
27.0,0.0,1,49031,1,2,1,35,1267940,0,0,0.7295003150180094
35.0,0.0,1,60797,3,1,0,8,0,0,0,0.7092607604412382
41.0,1.0,1,119806,1,3,0,67,30755460,1,0,0.7740665011127292
30.0,0.0,1,61823,2,4,0,9,16187110,1,0,0.7698585742141875
45.0,0.0,1,52083,1,1,0,17,4961340,1,0,0.684190247889322
32.0,0.0,2,39502,2,2,1,16,1539590,0,0,0.7302630624839633
31.0,0.0,1,69418,1,1,1,41,1272730,0,0,0.7740665011127292
37.0,0.0,2,46134,1,1,1,12,213560,0,0,0.7050484531983688
27.0,0.0,0,40654,2,2,1,20,1933470,0,0,0.7340256711699624
32.0,0.0,0,37617,1,2,1,15,1033030,0,0,0.5700438883328994
23.0,1.0,1,36811,2,1,0,7,1908000,1,0,0.7302630624839633
27.0,1.0,2,56016,1,1,1,4,0,0,0,0.6342365899109041
37.0,1.0,2,127070,2,1,1,9,1646640,1,0,0.7295003150180094
29.0,0.0,0,58277,1,1,1,3,194320,0,0,0.6342365899109041
28.0,0.0,0,11706,1,1,1,8,570460,0,0,0.6379843993734239
31.0,1.0,0,58588,2,1,1,2,424460,0,0,0.7340256711699624
30.0,1.0,0,58540,1,1,1,4,0,0,0,0.5955893821231233
30.0,0.0,2,87810,2,1,1,8,675360,0,0,0.7302630624839633
23.0,0.0,1,33831,1,1,1,11,0,0,0,0.6741618832945772
40.0,1.0,0,65464,3,1,1,14,1643990,0,0,0.5700438883328994
33.0,1.0,1,120188,1,3,1,77,41669570,1,0,0.6741618832945772
30.0,0.0,2,76776,2,1,1,1,555150,0,0,0.654375558571176
39.0,0.0,0,50281,3,1,1,3,0,0,0,0.5955893821231233
28.0,1.0,2,30930,1,1,0,16,8706130,1,0,0.7340256711699624
26.0,0.0,0,60396,3,2,0,3,883390,0,0,0.763421552435784
32.0,0.0,2,87047,3,1,0,9,181670,0,0,0.7065528646360607
47.0,1.0,2,82704,1,1,1,44,1438860,1,0,0.654375558571176
41.0,1.0,2,57869,2,2,1,48,2398470,0,0,0.7340256711699624
32.0,1.0,2,32652,2,1,0,3,0,0,0,0.5700438883328994
38.0,0.0,1,22245,3,1,1,2,400000,1,0,0.698531179865061
37.0,0.0,0,25106,1,1,1,4,0,0,0,0.5313237578674669
27.0,0.0,2,79926,3,1,1,6,1477210,1,0,0.6989110821540374
27.0,1.0,2,24582,1,1,1,3,0,0,0,0.5700438883328994
27.0,0.0,2,48868,1,1,0,1,0,0,0,0.6753359528111106
25.0,1.0,1,27607,1,1,1,3,0,0,0,0.5700438883328994
26.0,0.0,2,63844,2,1,1,3,0,0,0,0.683166962884123
24.0,0.0,0,20363,1,1,0,0,0,0,0,0.7740665011127292
28.0,0.0,2,20101,1,1,1,11,0,0,0,0.763421552435784
43.0,0.0,1,62213,2,2,0,78,24743820,1,1,0.684190247889322
30.0,0.0,0,17000,1,1,0,5,1121670,1,0,0.684190247889322
27.0,0.0,0,41705,1,1,1,11,3250190,1,0,0.654375558571176
36.0,1.0,2,51680,2,2,1,23,9611290,1,0,0.684190247889322
39.0,1.0,2,32263,3,1,1,3,0,0,0,0.7740665011127292
35.0,1.0,2,135414,1,3,0,56,37135780,1,0,0.7092607604412382
31.0,0.0,1,21543,3,1,1,2,204150,0,0,0.6753359528111106
43.0,0.0,1,138069,2,1,0,68,26646720,1,0,0.6989110821540374
32.0,0.0,2,62748,2,1,1,2,0,0,0,0.7028288409112735
38.0,1.0,1,49443,3,1,1,5,244200,0,0,0.6379843993734239
32.0,0.0,1,93121,2,2,0,68,18248240,1,0,0.654375558571176
33.0,0.0,2,76198,2,3,1,73,10479300,1,0,0.763421552435784
37.0,1.0,2,52668,2,1,1,3,0,0,0,0.6999473490155224
27.0,0.0,2,37278,1,4,1,21,9828090,1,0,0.6989110821540374
30.0,1.0,1,31915,1,4,0,30,14899610,1,1,0.7194295503654974
32.0,1.0,2,77483,1,2,0,56,14676410,1,0,0.6001946113311858
36.0,1.0,1,92940,3,1,0,3,989800,0,0,0.763421552435784
33.0,0.0,2,70772,2,1,1,15,250000,0,0,0.7050484531983688
32.0,0.0,2,92713,2,1,0,1,4931940,1,0,0.6001946113311858
32.0,0.0,1,52553,3,1,0,12,12132870,1,0,0.5313237578674669
36.0,1.0,0,47696,2,1,1,5,754590,0,0,0.684190247889322
28.0,0.0,2,45330,1,1,1,9,219800,0,0,0.763421552435784
32.0,0.0,1,80290,2,1,1,5,0,0,0,0.5313237578674669
26.0,0.0,1,24932,1,1,1,5,0,0,0,0.7092607604412382
29.0,1.0,0,69071,2,1,1,6,0,0,0,0.6001946113311858
36.0,0.0,2,82503,3,1,1,12,5029620,1,0,0.7302630624839633
33.0,0.0,0,104966,3,1,1,10,0,0,0,0.6741618832945772
46.0,0.0,2,76467,2,2,1,72,3328230,0,0,0.6753359528111106
28.0,0.0,0,26253,1,1,0,3,317440,0,0,0.5313237578674669
40.0,0.0,2,68596,1,1,1,36,1995410,0,0,0.7050484531983688
36.0,1.0,0,55834,2,1,1,8,1044180,1,0,0.7050484531983688
33.0,0.0,2,101638,3,1,0,10,872600,1,0,0.5955893821231233
26.0,0.0,2,55648,1,3,1,49,8494310,1,0,0.5953765525951102
26.0,0.0,1,67149,1,1,0,5,2174480,1,0,0.7302630624839633
39.0,0.0,1,52480,2,1,1,6,0,0,0,0.7340256711699624
29.0,0.0,1,51837,1,1,1,5,1305290,1,0,0.8160639742891412
24.0,1.0,0,42768,1,3,0,31,14298980,1,0,0.6342365899109041
37.0,0.0,0,31540,3,1,0,10,1678910,1,0,0.7295003150180094
40.0,0.0,0,84873,3,1,1,4,150660,0,0,0.7302630624839633
35.0,0.0,1,47594,1,1,1,10,0,0,0,0.7065528646360607
24.0,1.0,2,55551,1,1,1,15,-96960,0,0,0.6001946113311858
34.0,1.0,1,35079,2,1,1,1,434400,0,0,0.6741618832945772
26.0,1.0,1,60417,1,1,1,11,0,0,0,0.7194295503654974
29.0,0.0,2,49521,1,1,1,5,705030,0,0,0.6999473490155224
35.0,1.0,2,62637,2,2,1,11,2155780,0,0,0.6342365899109041
34.0,0.0,1,94519,2,1,1,3,0,0,0,0.7295003150180094
35.0,0.0,0,89854,3,1,0,5,2553260,1,0,0.6342365899109041
37.0,0.0,2,60905,1,1,1,4,0,0,0,0.7028288409112735
37.0,0.0,0,96750,2,3,0,79,50382490,1,0,0.8160639742891412
30.0,1.0,2,45720,1,4,1,17,6600380,0,0,0.6098957440667345
29.0,1.0,0,36118,1,2,1,23,10885280,1,0,0.5953765525951102
35.0,0.0,1,77831,1,3,0,66,18472930,1,0,0.6999473490155224
40.0,1.0,0,56347,2,2,1,18,1175250,0,0,0.5955893821231233
23.0,1.0,2,30442,1,2,1,10,950370,0,0,0.7302630624839633
26.0,0.0,0,73363,2,1,1,1,0,0,0,0.7340256711699624
34.0,0.0,1,69794,2,1,0,5,2280790,1,0,0.6001946113311858
40.0,0.0,1,41591,3,1,1,7,1016780,1,0,0.7092607604412382
32.0,1.0,0,61413,2,2,0,10,1769360,0,0,0.6342365899109041
32.0,0.0,2,26592,1,2,1,11,1897250,1,0,0.7295003150180094
31.0,0.0,2,73245,3,1,1,6,0,0,0,0.684190247889322
26.0,0.0,2,40318,1,1,1,4,0,0,0,0.6999473490155224
32.0,1.0,2,73594,3,1,1,11,9271700,1,0,0.684190247889322
42.0,0.0,0,59168,1,2,1,13,1259100,0,0,0.7050484531983688
35.0,0.0,1,49193,1,4,0,59,17132800,1,0,0.6077892105070524
39.0,0.0,2,65633,3,1,0,1,0,0,0,0.7302630624839633
32.0,0.0,1,47188,1,2,1,6,772720,0,0,0.683166962884123
35.0,1.0,0,88798,1,2,0,70,20284600,1,0,0.6741618832945772
26.0,0.0,1,41167,1,1,1,6,0,0,0,0.6379843993734239
38.0,0.0,2,153109,3,2,0,96,41660820,1,0,0.7194295503654974
38.0,1.0,2,27432,1,2,1,7,1615970,0,0,0.8160639742891412
35.0,0.0,2,50769,1,1,1,2,903470,0,0,0.7065528646360607
34.0,1.0,1,85781,3,1,0,11,1765870,1,0,0.7065528646360607
31.0,0.0,2,64444,2,1,0,3,0,0,0,0.5953765525951102
34.0,0.0,1,89585,2,1,0,5,1460340,1,0,0.7740665011127292
34.0,0.0,2,52990,2,1,1,7,276220,0,0,0.6989110821540374
29.0,0.0,0,49410,2,4,0,5,14970770,0,0,0.684190247889322
28.0,1.0,1,41581,1,2,0,13,19409190,1,0,0.6077892105070524
30.0,0.0,1,80591,3,1,1,1,0,0,0,0.6379843993734239
42.0,1.0,1,55112,1,2,1,48,8684000,1,0,0.7302630624839633
34.0,1.0,0,71977,3,2,0,3,977970,0,0,0.6379843993734239
38.0,0.0,1,43747,2,1,1,3,0,0,0,0.7295003150180094
32.0,0.0,0,73087,1,3,1,20,9474670,1,0,0.7050484531983688
26.0,0.0,1,46464,1,1,1,3,0,0,0,0.6753359528111106
24.0,1.0,0,68309,1,1,1,7,605860,0,0,0.5700438883328994
32.0,1.0,2,44062,1,1,1,1,479380,0,0,0.6741618832945772
33.0,0.0,1,112066,3,2,1,12,2785800,0,0,0.5700438883328994
35.0,1.0,0,50118,2,1,1,5,0,0,0,0.7740665011127292
33.0,0.0,1,102175,3,1,1,3,1023820,1,0,0.6077892105070524
31.0,0.0,2,81440,3,1,1,1,0,0,0,0.698531179865061
33.0,1.0,0,49939,1,1,0,25,11622640,1,0,0.7295003150180094
25.0,0.0,1,46856,1,1,1,20,0,0,0,0.5313237578674669
37.0,1.0,2,61133,3,1,1,7,249160,0,0,0.5955893821231233
32.0,0.0,2,30860,1,2,1,14,3605360,1,0,0.5313237578674669
33.0,0.0,2,69412,2,1,0,11,5222230,1,0,0.6753359528111106
31.0,0.0,2,60118,2,1,0,1,0,0,0,0.7302630624839633
34.0,0.0,1,27548,2,1,1,3,150010,0,0,0.6989110821540374
35.0,1.0,0,69789,2,1,0,63,25672950,1,0,0.5313237578674669
35.0,1.0,1,82078,3,2,0,9,4048630,0,0,0.7194295503654974
34.0,1.0,2,38572,2,1,1,8,1119590,1,0,0.6999473490155224
33.0,0.0,0,103994,4,1,1,14,140880,0,0,0.5955893821231233
33.0,1.0,0,17607,2,1,1,3,134760,0,0,0.7698585742141875
34.0,1.0,2,108284,3,1,0,9,0,0,0,0.7065528646360607
33.0,0.0,0,30106,1,1,1,2,104650,0,0,0.654375558571176
24.0,1.0,2,51796,1,1,1,9,415800,0,0,0.5953765525951102
31.0,0.0,1,46239,1,1,1,7,443750,0,0,0.6741618832945772
31.0,0.0,2,57356,1,1,0,5,0,0,0,0.6342365899109041
32.0,1.0,1,62905,3,1,1,19,2356380,1,0,0.698531179865061
34.0,0.0,2,50547,3,1,0,5,700160,1,0,0.7092607604412382
28.0,0.0,0,12779,1,1,1,2,0,0,0,0.684190247889322
28.0,0.0,1,61247,1,2,0,41,23381570,1,1,0.654375558571176
36.0,0.0,2,114416,3,1,0,0,0,0,0,0.6077892105070524
24.0,1.0,0,22962,1,1,1,4,457120,0,0,0.5955893821231233
32.0,1.0,2,32376,1,3,1,44,9214510,0,0,0.684190247889322
37.0,1.0,1,89431,1,4,0,36,29252710,1,1,0.5953765525951102
35.0,0.0,1,18378,1,1,1,5,0,0,0,0.7092607604412382
28.0,0.0,0,22895,1,1,1,16,2096510,1,0,0.7698585742141875
32.0,0.0,1,95188,3,1,0,5,1009070,1,0,0.6077892105070524
28.0,0.0,1,76076,2,1,1,16,2675260,1,0,0.7065528646360607
39.0,0.0,2,26301,1,3,0,55,6584010,1,0,0.6098957440667345
41.0,1.0,2,52588,1,3,1,27,3704100,0,0,0.6741618832945772
25.0,0.0,0,23094,1,1,0,23,9893760,1,0,0.6741618832945772
41.0,0.0,1,71974,3,1,0,3,1497710,1,0,0.5953765525951102
50.0,1.0,1,78200,1,2,0,48,17287180,1,0,0.6379843993734239
33.0,1.0,1,66416,2,1,1,3,0,0,0,0.5953765525951102
32.0,1.0,1,122554,1,4,0,68,53807450,1,0,0.6098957440667345
38.0,0.0,0,75499,3,1,1,0,0,0,0,0.698531179865061
34.0,0.0,0,99876,3,1,1,5,0,0,0,0.654375558571176
27.0,0.0,2,39328,1,2,1,11,2646940,0,0,0.698531179865061
30.0,1.0,1,64699,2,1,1,11,0,0,0,0.6741618832945772
30.0,1.0,2,109986,3,2,1,4,900420,0,0,0.5955893821231233
31.0,1.0,0,101005,2,2,0,95,31372160,1,0,0.5955893821231233
26.0,0.0,1,15970,1,1,1,3,0,0,0,0.5700438883328994
28.0,0.0,0,61991,2,3,0,8,1303920,0,0,0.6999473490155224
35.0,0.0,2,118722,1,2,0,42,35362450,1,0,0.684190247889322
24.0,1.0,2,21234,1,1,1,2,0,0,0,0.6001946113311858
29.0,0.0,2,50022,2,1,1,5,521860,0,0,0.7194295503654974
24.0,1.0,0,61727,2,1,0,0,0,0,0,0.683166962884123
33.0,1.0,1,55949,2,1,0,0,0,0,0,0.6741618832945772
25.0,0.0,0,46789,2,1,1,5,144060,0,0,0.7698585742141875
22.0,1.0,0,26083,1,1,1,5,600000,1,0,0.7050484531983688
32.0,0.0,2,70899,2,1,0,4,1613740,1,0,0.6753359528111106
24.0,0.0,0,19245,1,1,0,3,0,0,0,0.7194295503654974
38.0,0.0,1,107178,3,1,0,11,2949270,1,0,0.7302630624839633
42.0,0.0,2,43305,2,1,0,1,0,0,0,0.6098957440667345
30.0,1.0,2,75735,2,1,1,9,564380,0,0,0.7092607604412382
27.0,0.0,1,51433,2,1,1,9,0,0,0,0.6098957440667345
36.0,0.0,0,40035,1,3,1,26,7267150,1,0,0.6379843993734239
27.0,0.0,1,95465,2,4,1,20,18340790,0,0,0.7340256711699624
41.0,1.0,1,65986,2,1,0,18,15938480,1,1,0.683166962884123
28.0,0.0,0,56498,2,1,1,0,0,0,0,0.698531179865061
30.0,0.0,2,36558,1,1,1,1,0,0,0,0.7092607604412382
35.0,0.0,1,62599,3,1,0,0,0,0,0,0.6077892105070524
37.0,0.0,0,59653,2,1,0,0,0,0,0,0.7295003150180094
27.0,1.0,2,48097,3,1,1,0,0,0,0,0.6999473490155224
26.0,0.0,0,47419,1,4,1,10,7414770,0,0,0.7065528646360607
47.0,0.0,2,54491,1,4,0,30,15537200,1,0,0.684190247889322
37.0,0.0,2,55698,2,1,0,11,1226380,1,0,0.7302630624839633
26.0,0.0,0,18088,1,1,1,2,0,0,0,0.7194295503654974
30.0,0.0,1,37992,1,1,1,12,1816480,1,0,0.6999473490155224
38.0,0.0,2,48409,1,1,1,2,0,0,0,0.6001946113311858
27.0,0.0,1,37630,2,1,1,2,0,0,0,0.654375558571176
22.0,1.0,0,30295,1,1,1,2,0,0,0,0.7302630624839633
37.0,1.0,2,90851,3,1,1,2,0,0,0,0.5313237578674669
32.0,1.0,2,87845,2,1,0,17,9263440,1,0,0.7302630624839633
28.0,0.0,2,54527,2,1,1,2,0,0,0,0.7340256711699624
33.0,0.0,2,78442,3,1,0,22,4358500,1,0,0.7194295503654974
28.0,1.0,1,42262,1,2,0,56,12662250,1,0,0.7028288409112735
32.0,0.0,0,12456,1,1,1,7,643150,0,0,0.684190247889322
33.0,1.0,2,71748,2,1,0,0,0,0,0,0.654375558571176
32.0,0.0,1,45575,1,1,1,9,3087440,1,0,0.7065528646360607
34.0,0.0,0,115006,1,4,1,31,43100100,1,0,0.7740665011127292
35.0,1.0,2,92594,3,1,0,11,2855230,1,0,0.5955893821231233
44.0,1.0,2,82540,3,2,0,5,797200,0,0,0.684190247889322
29.0,0.0,2,133978,2,3,1,53,14593130,1,0,0.6741618832945772
31.0,1.0,1,42565,2,1,1,10,3980440,1,0,0.6001946113311858
36.0,0.0,1,21755,1,3,0,30,12219890,1,0,0.7194295503654974
33.0,0.0,0,50372,1,1,1,6,262200,0,0,0.6342365899109041
41.0,0.0,1,94965,1,2,1,31,4026360,0,0,0.7092607604412382
27.0,0.0,0,106983,2,3,0,61,57159050,1,0,0.654375558571176
23.0,1.0,2,50554,1,3,1,7,1884180,0,0,0.6342365899109041
43.0,1.0,2,67971,3,1,1,1,452050,0,0,0.698531179865061
38.0,1.0,2,81975,1,3,0,54,25133230,1,0,0.6741618832945772
35.0,1.0,0,15291,2,1,1,6,751330,0,0,0.7092607604412382
31.0,0.0,1,43975,2,1,1,8,163200,0,0,0.7302630624839633
30.0,1.0,1,44069,1,2,1,2,806000,0,0,0.7028288409112735
31.0,0.0,0,19217,1,1,1,22,3245370,1,0,0.5313237578674669
35.0,1.0,1,39499,1,1,1,5,0,0,0,0.6741618832945772
22.0,0.0,1,33428,1,4,0,11,27355810,1,1,0.6001946113311858
39.0,1.0,2,55519,1,3,1,20,4154190,1,0,0.7340256711699624
37.0,1.0,1,130277,3,1,1,9,988020,0,0,0.7295003150180094
23.0,1.0,0,47117,2,1,1,4,500420,0,0,0.7050484531983688
41.0,0.0,0,84791,3,1,1,0,0,0,0,0.763421552435784
29.0,1.0,0,98630,2,1,1,7,62000,0,0,0.7698585742141875
37.0,0.0,1,72550,1,4,0,30,20792700,1,0,0.6077892105070524
31.0,1.0,0,15520,1,1,1,3,0,0,0,0.7740665011127292
28.0,0.0,0,73103,2,2,1,30,1452130,0,0,0.7740665011127292
31.0,0.0,0,66074,2,1,1,7,0,0,0,0.7302630624839633
37.0,0.0,1,62041,2,1,0,12,29562230,1,0,0.5953765525951102
27.0,1.0,2,77369,1,1,1,33,1445310,0,0,0.5700438883328994
33.0,0.0,0,60358,1,2,0,30,10702790,1,0,0.684190247889322
29.0,0.0,2,35658,1,1,0,14,7440160,1,0,0.5700438883328994
38.0,0.0,2,66569,2,1,0,11,783480,1,0,0.6989110821540374
36.0,1.0,0,98306,1,3,1,44,9411200,0,0,0.763421552435784
37.0,1.0,0,108122,5,1,0,28,34630160,1,0,0.654375558571176
32.0,1.0,1,38456,2,1,1,0,0,0,0,0.7302630624839633
32.0,1.0,2,72186,2,1,0,5,0,0,0,0.7028288409112735
52.0,0.0,2,133706,1,4,0,29,50986970,1,1,0.683166962884123
30.0,1.0,0,10883,1,1,1,4,0,0,0,0.6379843993734239
36.0,0.0,1,42785,1,1,0,14,1401640,1,0,0.6098957440667345
32.0,0.0,1,53471,2,1,1,5,438620,0,0,0.6098957440667345
31.0,0.0,2,78444,3,1,1,4,0,0,0,0.6001946113311858
24.0,1.0,1,34521,1,1,1,10,250000,0,0,0.6342365899109041
41.0,1.0,1,100150,3,1,1,11,1368420,0,0,0.7302630624839633
29.0,0.0,0,65870,3,1,1,3,272220,0,0,0.7092607604412382
27.0,1.0,0,50693,2,1,0,17,6357950,1,0,0.684190247889322
27.0,1.0,1,53931,1,1,0,13,5026280,1,0,0.763421552435784
30.0,0.0,2,55419,2,2,1,13,2404630,0,0,0.654375558571176
34.0,0.0,0,81271,3,2,0,10,722870,0,0,0.683166962884123
26.0,1.0,1,52789,1,2,1,16,1227460,0,0,0.684190247889322
33.0,0.0,1,94237,3,1,1,0,0,0,0,0.7302630624839633
35.0,0.0,2,39644,1,2,1,26,7686550,1,0,0.6999473490155224
35.0,1.0,2,27467,1,1,0,16,5565420,1,0,0.698531179865061
23.0,0.0,2,89580,3,1,0,3,262990,0,0,0.7302630624839633
31.0,0.0,2,51643,1,1,1,35,-14310,0,0,0.7698585742141875
25.0,0.0,2,50803,1,1,1,8,220840,0,0,0.5700438883328994
37.0,1.0,1,18106,1,1,1,17,428080,0,0,0.7302630624839633
35.0,1.0,1,72219,2,1,1,17,4359960,1,0,0.7194295503654974
35.0,0.0,2,39823,1,1,1,14,350000,0,0,0.5700438883328994
32.0,0.0,1,74620,2,1,1,7,2649220,1,0,0.684190247889322
33.0,1.0,2,78813,2,1,1,4,350000,0,0,0.6989110821540374
26.0,1.0,1,32574,1,1,1,6,351360,0,0,0.6077892105070524
25.0,1.0,0,21150,1,1,1,7,632420,0,0,0.698531179865061
35.0,1.0,0,26928,1,2,1,12,1805810,0,0,0.683166962884123
35.0,0.0,0,55638,3,1,1,6,0,0,0,0.7740665011127292
36.0,0.0,0,58027,3,1,1,6,0,0,0,0.5313237578674669
33.0,0.0,1,70921,3,1,1,11,2498800,1,0,0.7028288409112735
21.0,1.0,0,22115,1,1,1,11,579740,0,0,0.7050484531983688
28.0,0.0,2,36070,1,1,1,8,0,0,0,0.8160639742891412
33.0,0.0,1,66225,2,1,1,9,2748590,1,0,0.7050484531983688
33.0,1.0,1,68885,2,4,0,26,37833950,1,1,0.7194295503654974
29.0,0.0,2,111414,3,1,1,1,0,0,0,0.5955893821231233
39.0,1.0,2,25178,1,2,1,9,2836200,0,0,0.6001946113311858
36.0,0.0,2,67498,2,1,1,4,1264800,0,0,0.6098957440667345
34.0,0.0,0,76396,2,1,1,6,500880,0,0,0.7302630624839633
28.0,0.0,1,48963,2,1,0,3,250040,0,0,0.763421552435784
43.0,1.0,1,67140,1,1,1,9,1752360,1,0,0.7050484531983688
38.0,0.0,1,57190,3,1,0,1,0,0,0,0.6098957440667345
